,Accident_Severity,Number_of_Casualties,Day_of_Week,Speed_limit
34510,3,2,3,30
34511,3,1,7,30
34512,3,1,1,30
34513,2,1,7,60
34514,2,1,5,50
34515,2,1,5,30
34516,3,2,3,60
34517,3,1,6,40
34518,2,1,5,30
34519,2,1,6,30
34520,3,3,2,30
34521,3,2,2,30
34522,3,1,6,30
34523,3,2,1,30
34524,3,2,1,60
34525,3,1,5,30
34526,3,1,7,30
34527,3,1,1,30
34528,3,1,5,30
34529,3,4,5,30
34530,3,4,7,30
34531,3,1,6,30
34532,3,1,6,30
34533,1,7,6,50
34534,2,5,1,30
34535,2,1,4,30
34536,3,1,4,30
34537,3,2,6,30
34538,2,1,5,30
34539,3,2,6,30
34540,3,1,6,70
34541,3,1,3,30
34542,2,1,5,30
34543,3,1,4,30
34544,2,1,2,30
34545,3,2,5,30
34546,2,1,5,30
34547,3,1,3,30
34548,3,2,6,30
34549,3,1,6,30
34550,2,1,4,40
34551,2,1,7,30
34552,3,1,6,30
34553,3,1,3,30
34554,2,1,2,30
34555,3,2,6,30
34556,3,1,4,30
34557,3,2,4,30
34558,3,3,2,30
34559,3,3,4,30
34560,1,1,6,70
34561,3,1,4,30
34562,3,4,4,30
34563,3,2,4,30
34564,1,1,1,60
34565,3,2,6,30
34566,3,1,1,30
34567,3,3,1,40
34568,3,1,2,30
34569,3,1,2,30
34570,3,1,5,30
34571,3,1,2,30
34572,3,2,3,30
34573,3,2,2,30
34574,3,2,6,30
34575,3,3,5,30
34576,3,2,5,30
34577,3,1,6,30
34578,3,1,3,30
34579,3,2,4,30
34580,2,2,6,30
34581,2,1,3,30
34582,2,1,7,30
34583,3,3,2,30
34584,3,2,4,30
34585,3,1,7,30
34586,3,3,5,60
34587,3,2,3,30
34588,3,1,7,30
34589,3,1,4,30
34590,3,2,1,30
34591,3,1,1,40
34592,3,1,2,30
34593,3,1,6,30
34594,2,1,2,30
34595,3,2,6,30
34596,3,1,1,30
34597,3,1,1,30
34598,3,2,7,30
34599,3,3,7,30
34600,3,1,2,30
34601,3,2,1,30
34602,3,1,6,30
34603,3,1,3,30
34604,3,1,3,30
34605,3,2,2,30
34606,3,1,3,30
34607,3,1,3,30
34608,3,1,6,50
34609,3,1,3,30
34610,2,1,7,30
34611,3,2,1,30
34612,3,3,6,30
34613,2,1,3,30
34614,3,2,5,30
34615,3,2,7,30
34616,3,1,6,30
34617,3,1,6,30
34618,3,1,7,30
34619,3,1,4,30
34620,3,1,4,40
34621,3,3,1,30
34622,3,2,4,30
34623,3,3,4,30
34624,3,1,2,30
34625,3,1,5,30
34626,3,2,3,30
34627,3,1,4,30
34628,2,4,7,30
34629,3,1,3,30
34630,3,2,7,40
34631,2,4,7,30
34632,3,1,5,30
34633,3,1,3,30
34634,3,1,2,30
34635,3,1,6,30
34636,3,1,2,30
34637,3,1,6,30
34638,2,2,4,30
34639,3,1,2,30
34640,2,1,5,30
34641,3,1,5,30
34642,3,1,6,30
34643,3,1,3,30
34644,3,2,4,30
34645,2,1,4,70
34646,3,1,1,30
34647,3,1,6,30
34648,3,2,5,30
34649,2,1,6,30
34650,3,1,4,30
34651,1,1,5,30
34652,3,1,5,30
34653,3,2,6,30
34654,3,1,4,20
34655,3,3,6,30
34656,3,1,1,30
34657,3,2,4,70
34658,3,1,6,30
34659,3,1,2,30
34660,3,2,6,30
34661,3,2,6,30
34662,2,5,4,30
34663,3,3,5,30
34664,3,2,4,70
34665,3,2,2,30
34666,3,2,6,30
34667,3,1,6,30
34668,3,1,5,30
34669,2,1,6,70
34670,3,1,4,30
34671,3,1,6,30
34672,3,1,7,30
34673,3,1,7,30
34674,3,2,6,30
34675,3,1,1,30
34676,2,3,2,30
34677,3,1,3,30
34678,3,1,7,30
34679,3,2,5,30
34680,3,1,4,30
34681,3,2,1,30
34682,3,1,7,30
34683,3,1,4,30
34684,3,3,4,30
34685,3,1,1,30
34686,3,2,7,30
34687,3,1,1,30
34688,3,1,6,30
34689,3,1,6,30
34690,3,2,3,40
34691,3,2,3,30
34692,3,2,4,30
34693,3,2,4,40
34694,3,2,4,30
34695,3,2,6,30
34696,3,1,1,30
34697,3,2,2,30
34698,3,2,2,30
34699,2,1,5,30
34700,3,2,7,30
34701,3,1,3,30
34702,3,1,5,30
34703,3,3,7,30
34704,3,1,1,30
34705,2,2,7,30
34706,2,5,1,30
34707,2,1,7,40
34708,3,1,6,40
34709,3,1,4,30
34710,3,1,4,30
34711,3,1,5,30
34712,3,1,6,30
34713,1,2,5,30
34714,3,1,2,30
34715,3,2,6,30
34716,3,1,1,30
34717,2,2,2,30
34718,3,4,3,50
34719,2,1,7,30
34720,2,1,6,30
34721,3,3,1,30
34722,2,2,3,30
34723,3,1,2,30
34724,3,2,5,50
34725,2,1,3,30
34726,2,3,6,60
34727,3,2,4,30
34728,2,2,2,30
34729,3,1,4,30
34730,2,1,2,30
34731,3,1,4,30
34732,3,1,5,30
34733,3,1,5,30
34734,3,1,6,30
34735,2,1,2,30
34736,3,1,3,30
34737,3,1,4,60
34738,3,2,1,30
34739,3,2,5,30
34740,3,1,3,30
34741,3,1,5,30
34742,3,1,5,30
34743,3,1,5,40
34744,3,3,4,30
34745,3,1,6,30
34746,3,1,7,40
34747,3,2,7,30
34748,2,1,3,30
34749,3,3,4,30
34750,2,1,7,30
34751,2,1,7,30
34752,3,1,6,30
34753,3,1,6,30
34754,3,2,1,30
34755,3,1,3,30
34756,3,1,3,30
34757,2,1,5,30
34758,3,1,5,30
34759,3,2,2,30
34760,3,1,4,40
34761,3,1,6,30
34762,3,1,5,30
34763,3,3,1,30
34764,3,4,1,30
34765,3,1,6,30
34766,3,1,6,30
34767,3,1,7,30
34768,3,2,6,30
34769,3,2,5,30
34770,3,1,6,30
34771,3,3,1,30
34772,3,1,6,70
34773,2,1,6,30
34774,3,1,4,30
34775,3,3,7,30
34776,3,1,3,30
34777,3,3,5,30
34778,2,6,4,30
34779,2,2,6,40
34780,3,1,1,50
34781,3,2,5,30
34782,3,1,1,30
34783,3,2,1,50
34784,3,1,7,40
34785,1,1,6,30
34786,3,1,5,30
34787,2,1,6,30
34788,2,2,5,30
34789,3,1,4,30
34790,2,1,2,60
34791,3,2,2,70
34792,3,1,7,30
34793,3,1,1,30
34794,3,1,3,30
34795,3,1,7,30
34796,3,2,4,30
34797,3,1,6,30
34798,3,2,7,30
34799,3,1,4,30
34800,3,1,3,70
34801,3,3,3,30
34802,3,5,6,30
34803,3,1,4,30
34804,3,1,2,30
34805,3,1,4,30
34806,1,1,1,30
34807,3,1,5,30
34808,3,1,5,30
34809,3,3,3,30
34810,3,1,3,30
34811,3,1,5,30
34812,3,1,7,30
34813,3,1,6,30
34814,3,2,1,30
34815,3,2,5,30
34816,3,1,7,30
34817,3,1,5,30
34818,3,2,6,30
34819,3,2,1,30
34820,3,1,2,30
34821,3,1,6,40
34822,2,1,1,30
34823,3,1,6,30
34824,3,1,6,30
34825,1,1,6,40
34826,3,1,7,30
34827,3,5,1,30
34828,2,2,4,30
34829,3,1,2,70
34830,3,1,4,30
34831,3,1,3,30
34832,3,1,5,30
34833,3,1,2,30
34834,3,1,5,30
34835,3,1,5,30
34836,3,1,6,30
34837,3,1,1,30
34838,3,2,7,30
34839,3,1,7,30
34840,3,2,2,30
34841,2,1,5,30
34842,3,1,4,60
34843,2,1,4,30
34844,3,3,3,30
34845,3,1,2,30
34846,3,4,3,30
34847,3,1,1,30
34848,3,2,2,70
34849,3,1,2,30
34850,3,5,7,30
34851,3,1,4,40
34852,3,2,4,30
34853,3,1,5,30
34854,3,3,2,30
34855,2,1,3,50
34856,2,1,2,30
34857,2,1,7,30
34858,3,1,3,30
34859,3,1,3,30
34860,3,1,1,50
34861,3,1,2,70
34862,2,1,4,30
34863,2,1,6,30
34864,3,2,7,30
34865,3,1,4,30
34866,3,1,6,30
34867,3,1,4,30
34868,3,1,6,30
34869,3,1,1,30
34870,3,1,2,30
34871,3,2,6,50
34872,3,1,6,30
34873,3,1,6,30
34874,3,1,6,30
34875,3,1,4,30
34876,3,1,6,30
34877,3,1,5,30
34878,2,2,6,30
34879,2,2,6,30
34880,3,1,6,30
34881,3,1,3,30
34882,3,1,7,30
34883,3,1,4,30
34884,3,1,6,30
34885,3,3,7,50
34886,3,1,5,30
34887,3,1,6,30
34888,3,1,5,30
34889,3,3,4,30
34890,2,1,7,30
34891,3,1,7,30
34892,2,3,4,70
34893,3,2,4,40
34894,2,2,4,30
34895,3,1,6,40
34896,3,1,3,40
34897,3,1,2,30
34898,3,1,2,30
34899,3,1,2,30
34900,3,1,3,50
34901,3,1,3,30
34902,3,3,3,30
34903,3,1,4,30
34904,3,1,5,30
34905,3,1,4,30
34906,3,1,5,30
34907,3,1,3,30
34908,3,4,7,40
34909,3,1,7,30
34910,3,1,4,30
34911,3,1,1,30
34912,3,2,2,30
34913,3,1,5,30
34914,3,1,4,30
34915,3,4,1,60
34916,1,2,2,30
34917,3,1,4,30
34918,3,1,3,30
34919,3,1,6,30
34920,3,1,6,30
34921,2,1,2,30
34922,3,4,6,30
34923,2,1,6,30
34924,3,1,7,30
34925,3,2,2,30
34926,3,1,2,30
34927,3,2,5,30
34928,3,1,1,30
34929,3,3,1,30
34930,3,3,3,30
34931,3,1,3,30
34932,3,1,1,30
34933,3,2,2,30
34934,3,1,2,30
34935,3,1,5,30
34936,3,1,2,30
34937,3,3,2,30
34938,3,2,1,30
34939,3,1,3,30
34940,3,1,3,30
34941,3,2,1,30
34942,3,2,7,30
34943,3,3,2,30
34944,3,1,6,30
34945,3,3,2,30
34946,2,1,2,30
34947,2,1,2,30
34948,3,1,3,30
34949,3,1,4,30
34950,3,1,1,30
34951,3,1,6,30
34952,3,3,4,30
34953,3,1,6,30
34954,3,1,6,30
34955,3,1,7,30
34956,3,1,2,30
34957,3,2,1,30
34958,3,2,6,30
34959,3,3,5,30
34960,3,1,3,30
34961,3,2,2,30
34962,3,2,7,30
34963,2,1,7,30
34964,3,1,1,30
34965,3,1,5,30
34966,3,4,6,30
34967,2,1,7,30
34968,3,2,7,30
34969,3,1,5,30
34970,3,1,2,30
34971,3,1,5,70
34972,3,1,5,30
34973,3,2,7,30
34974,2,1,2,30
34975,3,1,5,30
34976,2,1,3,70
34977,3,2,3,30
34978,3,2,1,30
34979,3,2,5,30
34980,3,1,5,30
34981,3,3,2,30
34982,3,1,3,30
34983,3,1,3,30
34984,3,1,4,40
34985,3,2,3,30
34986,3,1,7,30
34987,2,1,7,30
34988,2,2,4,60
34989,3,1,7,30
34990,3,4,5,30
34991,3,1,7,40
34992,3,1,3,30
34993,3,4,7,30
34994,3,2,6,30
34995,3,1,3,30
34996,3,1,6,30
34997,3,1,1,70
34998,3,1,5,30
34999,3,1,4,30
35000,3,1,5,30
35001,3,1,6,60
35002,3,3,6,30
35003,3,3,2,30
35004,3,1,7,30
35005,3,1,1,30
35006,3,1,6,30
35007,3,1,4,30
35008,3,1,6,30
35009,3,2,6,30
35010,2,1,2,30
35011,3,1,4,30
35012,3,1,7,30
35013,3,1,2,30
35014,3,1,1,30
35015,3,1,3,40
35016,3,1,3,30
35017,2,1,2,30
35018,3,1,6,30
35019,3,3,4,30
35020,3,3,2,30
35021,2,1,2,30
35022,3,1,5,30
35023,3,1,6,30
35024,3,1,6,30
35025,3,2,6,30
35026,2,1,7,30
35027,3,1,7,30
35028,3,1,3,30
35029,3,1,6,30
35030,3,1,1,30
35031,3,1,6,40
35032,3,1,1,30
35033,3,1,6,30
35034,2,5,1,70
35035,3,2,7,30
35036,3,1,6,30
35037,3,2,1,30
35038,3,3,7,40
35039,3,1,3,30
35040,3,1,5,30
35041,3,1,7,70
35042,3,1,2,30
35043,3,1,5,30
35044,3,1,1,30
35045,3,5,5,30
35046,3,1,4,30
35047,3,2,6,30
35048,3,1,4,30
35049,2,1,1,30
35050,3,1,5,30
35051,2,1,2,30
35052,3,3,7,60
35053,3,1,4,40
35054,3,2,2,30
35055,3,1,3,30
35056,3,1,6,40
35057,3,1,7,40
35058,1,1,1,30
35059,3,1,3,30
35060,3,1,5,30
35061,3,2,6,30
35062,3,1,7,30
35063,3,1,4,30
35064,3,5,7,30
35065,3,2,1,30
35066,3,2,4,30
35067,3,2,1,30
35068,3,2,5,30
35069,2,2,3,70
35070,3,1,5,30
35071,3,2,1,30
35072,3,1,6,30
35073,3,1,7,30
35074,3,1,1,30
35075,3,1,4,30
35076,3,1,2,30
35077,3,2,6,30
35078,3,1,4,30
35079,3,2,2,30
35080,3,2,3,40
35081,3,3,4,30
35082,3,2,2,40
35083,2,1,4,30
35084,3,1,7,30
35085,3,1,1,30
35086,3,1,6,30
35087,3,3,7,30
35088,3,2,7,30
35089,3,1,3,30
35090,3,1,4,30
35091,3,1,6,30
35092,3,2,5,60
35093,3,1,2,30
35094,3,1,3,30
35095,3,1,7,30
35096,3,1,6,30
35097,2,1,5,60
35098,3,1,1,30
35099,3,1,5,30
35100,3,1,6,30
35101,3,1,5,30
35102,3,2,1,30
35103,3,3,6,30
35104,3,4,4,30
35105,2,1,4,30
35106,3,1,1,30
35107,3,1,2,30
35108,2,1,3,30
35109,3,2,3,30
35110,3,1,4,60
35111,2,2,4,70
35112,3,1,1,30
35113,2,1,1,30
35114,3,1,6,60
35115,3,1,1,40
35116,3,1,1,40
35117,3,1,4,30
35118,3,1,5,30
35119,3,2,5,30
35120,2,1,4,40
35121,3,1,4,40
35122,3,1,1,30
35123,3,3,7,30
35124,1,5,5,40
35125,1,1,6,30
35126,3,1,7,30
35127,2,1,1,30
35128,3,2,2,30
35129,3,1,5,30
35130,2,3,3,30
35131,2,1,5,30
35132,3,3,5,30
35133,3,1,2,30
35134,3,1,3,30
35135,3,1,3,30
35136,2,2,5,60
35137,3,2,6,70
35138,3,1,7,40
35139,3,1,5,30
35140,3,1,1,30
35141,3,1,1,30
35142,3,1,5,40
35143,3,2,6,30
35144,3,1,2,30
35145,3,1,1,30
35146,3,1,6,30
35147,2,5,3,30
35148,3,1,5,30
35149,3,1,2,30
35150,3,1,5,30
35151,3,1,1,30
35152,3,1,6,30
35153,3,1,1,30
35154,3,6,7,30
35155,3,1,6,30
35156,3,1,5,30
35157,2,1,5,30
35158,3,2,1,30
35159,3,2,4,40
35160,2,1,7,30
35161,3,1,1,30
35162,3,3,5,30
35163,3,4,4,30
35164,3,1,5,30
35165,2,1,5,30
35166,3,1,1,30
35167,3,1,3,30
35168,2,2,3,30
35169,3,2,7,40
35170,3,1,5,50
35171,2,1,4,30
35172,3,1,6,30
35173,3,1,3,30
35174,3,1,7,30
35175,2,1,7,30
35176,3,1,7,30
35177,2,1,6,30
35178,3,1,5,30
35179,2,1,7,30
35180,3,1,6,70
35181,3,1,5,30
35182,3,2,1,30
35183,3,4,5,30
35184,3,1,4,30
35185,3,1,4,30
35186,3,1,5,30
35187,3,2,5,30
35188,3,1,6,30
35189,2,1,3,30
35190,3,1,6,30
35191,3,1,5,30
35192,3,1,2,30
35193,3,1,1,30
35194,3,1,1,30
35195,3,1,5,30
35196,3,1,2,30
35197,2,2,5,30
35198,2,1,1,30
35199,2,1,6,30
35200,3,1,1,30
35201,2,2,6,30
35202,3,2,6,60
35203,3,1,2,70
35204,3,1,5,40
35205,2,1,6,30
35206,3,1,4,30
35207,3,1,5,30
35208,3,2,7,30
35209,3,1,7,30
35210,3,1,6,30
35211,3,1,2,30
35212,3,3,3,30
35213,3,1,3,30
35214,2,1,5,30
35215,3,2,5,30
35216,3,1,1,30
35217,3,1,3,30
35218,3,1,5,30
35219,3,1,3,30
35220,2,1,5,40
35221,3,1,1,30
35222,3,1,2,30
35223,3,1,4,30
35224,3,2,7,30
35225,3,1,5,30
35226,3,3,7,30
35227,3,1,1,30
35228,3,1,6,30
35229,3,1,3,30
35230,3,4,3,30
35231,3,2,1,30
35232,3,1,2,30
35233,3,1,5,30
35234,3,1,3,30
35235,3,1,3,30
35236,3,1,4,40
35237,3,1,2,40
35238,3,2,2,50
35239,3,1,5,30
35240,3,1,5,30
35241,3,2,7,30
35242,3,3,1,30
35243,3,1,3,30
35244,3,1,1,30
35245,3,1,6,30
35246,3,1,3,30
35247,3,2,2,30
35248,1,1,5,30
35249,3,2,6,30
35250,3,1,3,30
35251,2,1,4,30
35252,3,1,4,30
35253,3,4,3,30
35254,3,1,6,30
35255,3,1,6,30
35256,3,1,1,70
35257,3,1,4,30
35258,3,1,5,50
35259,3,1,4,40
35260,3,1,7,30
35261,3,1,1,30
35262,3,1,1,30
35263,3,1,3,30
35264,3,3,2,30
35265,3,1,5,30
35266,3,1,3,40
35267,3,1,4,30
35268,2,1,5,30
35269,3,2,6,30
35270,3,1,6,30
35271,2,1,5,30
35272,3,1,7,30
35273,3,1,1,30
35274,3,1,2,30
35275,3,2,3,30
35276,2,1,6,30
35277,3,1,5,30
35278,3,1,5,30
35279,1,1,5,30
35280,3,1,4,30
35281,3,1,2,30
35282,3,3,6,30
35283,3,1,6,30
35284,3,1,3,30
35285,3,1,5,30
35286,3,3,7,30
35287,3,1,2,30
35288,3,1,4,30
35289,3,1,4,30
35290,3,1,6,30
35291,2,1,4,30
35292,3,2,1,40
35293,3,1,7,40
35294,3,1,5,30
35295,3,1,5,30
35296,3,1,6,30
35297,3,1,6,30
35298,3,1,4,30
35299,3,2,5,70
35300,3,2,7,30
35301,3,1,5,30
35302,3,3,7,30
35303,3,1,7,30
35304,3,1,5,30
35305,3,1,6,30
35306,2,2,7,30
35307,3,1,3,30
35308,3,1,5,30
35309,3,1,4,30
35310,3,2,1,30
35311,3,1,6,30
35312,3,2,1,30
35313,3,1,4,30
35314,3,1,3,30
35315,3,1,4,40
35316,3,1,7,30
35317,3,1,6,30
35318,3,1,7,30
35319,2,1,4,70
35320,3,8,7,30
35321,2,3,1,30
35322,3,1,5,30
35323,3,2,2,30
35324,3,1,7,30
35325,3,1,1,30
35326,2,2,2,30
35327,3,1,7,30
35328,3,1,6,30
35329,3,1,2,30
35330,3,4,2,30
35331,3,1,3,30
35332,3,1,6,30
35333,3,3,1,30
35334,3,2,1,30
35335,3,1,6,30
35336,3,3,6,30
35337,3,1,6,30
35338,3,6,7,30
35339,3,4,2,30
35340,3,2,1,30
35341,3,1,1,30
35342,3,1,7,60
35343,3,2,4,30
35344,3,1,7,30
35345,3,4,1,30
35346,2,2,1,30
35347,3,1,5,40
35348,2,4,1,30
35349,3,1,6,30
35350,3,1,5,30
35351,3,1,4,30
35352,3,2,6,30
35353,3,2,3,30
35354,3,2,5,40
35355,3,5,1,40
35356,3,1,4,30
35357,3,3,4,60
35358,3,1,6,30
35359,3,1,7,30
35360,3,1,2,30
35361,3,1,4,30
35362,3,1,2,30
35363,2,1,3,30
35364,3,2,2,30
35365,3,1,6,30
35366,2,2,7,30
35367,3,1,7,30
35368,3,1,4,30
35369,3,2,1,30
35370,3,1,3,30
35371,3,1,3,30
35372,3,1,7,30
35373,3,3,2,40
35374,3,2,5,40
35375,3,1,5,30
35376,3,1,1,30
35377,3,1,1,20
35378,3,1,1,30
35379,3,1,2,40
35380,3,1,3,30
35381,3,1,3,30
35382,3,1,6,30
35383,2,1,2,30
35384,3,1,1,30
35385,2,1,6,30
35386,3,1,7,30
35387,3,2,7,30
35388,3,1,2,30
35389,3,1,4,50
35390,3,1,5,30
35391,3,1,7,30
35392,3,1,6,30
35393,3,1,6,30
35394,3,1,2,30
35395,3,1,7,30
35396,3,3,3,30
35397,2,1,5,30
35398,3,1,4,30
35399,3,2,4,40
35400,3,1,7,30
35401,3,1,3,30
35402,3,1,4,30
35403,3,1,1,30
35404,3,1,6,30
35405,3,2,3,30
35406,3,1,5,30
35407,3,1,1,30
35408,3,1,5,30
35409,3,1,3,30
35410,3,1,7,30
35411,3,1,4,30
35412,3,1,6,30
35413,3,1,7,30
35414,3,1,6,70
35415,3,4,3,30
35416,3,2,7,40
35417,3,1,2,30
35418,3,1,1,30
35419,3,2,6,40
35420,3,1,6,30
35421,3,2,5,40
35422,3,2,4,30
35423,1,1,1,70
35424,3,1,6,30
35425,3,1,7,30
35426,3,1,2,30
35427,3,2,1,30
35428,2,1,5,30
35429,3,2,1,30
35430,3,1,6,30
35431,3,1,7,30
35432,3,1,2,30
35433,3,1,3,30
35434,3,2,3,30
35435,3,1,4,30
35436,3,1,7,40
35437,3,1,5,70
35438,2,1,6,30
35439,3,1,7,30
35440,3,1,7,40
35441,3,2,1,30
35442,3,1,6,30
35443,3,1,7,30
35444,3,2,6,30
35445,3,1,3,40
35446,3,1,4,30
35447,2,1,3,30
35448,2,1,2,30
35449,3,1,2,40
35450,3,1,5,30
35451,3,2,6,30
35452,3,1,5,30
35453,3,1,6,30
35454,3,1,7,30
35455,3,1,2,30
35456,2,1,4,30
35457,2,2,4,30
35458,2,1,4,40
35459,2,2,4,30
35460,3,2,6,70
35461,2,1,2,40
35462,2,3,5,30
35463,3,4,7,40
35464,3,3,5,70
35465,3,1,6,40
35466,3,1,2,30
35467,2,1,2,30
35468,3,7,7,30
35469,3,2,7,30
35470,3,1,1,30
35471,3,4,2,70
35472,3,1,1,30
35473,2,5,6,30
35474,3,2,6,30
35475,3,1,4,30
35476,3,2,5,40
35477,3,1,7,30
35478,3,1,1,30
35479,3,5,5,30
35480,3,1,5,30
35481,3,4,7,30
35482,3,1,1,30
35483,3,2,3,30
35484,3,1,1,30
35485,3,1,5,30
35486,3,1,5,30
35487,3,1,2,30
35488,3,1,5,30
35489,3,1,6,30
35490,3,1,1,30
35491,3,1,6,30
35492,3,1,5,30
35493,3,1,6,30
35494,3,1,7,30
35495,2,1,2,30
35496,3,1,2,30
35497,3,1,6,30
35498,3,2,6,40
35499,3,2,7,30
35500,3,1,3,30
35501,3,1,4,30
35502,3,1,2,30
35503,3,1,6,30
35504,3,1,7,30
35505,3,1,4,30
35506,3,1,4,30
35507,3,1,1,30
35508,3,2,7,30
35509,3,1,5,30
35510,3,1,6,30
35511,3,2,7,70
35512,3,2,7,30
35513,2,5,7,30
35514,2,1,2,30
35515,3,1,6,30
35516,3,1,2,30
35517,3,2,3,30
35518,3,2,4,30
35519,3,1,4,40
35520,3,1,5,30
35521,3,1,3,30
35522,3,1,4,30
35523,3,1,3,30
35524,3,1,6,30
35525,3,2,1,30
35526,3,1,2,30
35527,3,1,2,30
35528,2,1,2,30
35529,3,2,3,30
35530,2,3,3,40
35531,3,1,3,30
35532,2,1,4,30
35533,3,1,6,40
35534,3,1,7,30
35535,3,1,5,30
35536,3,1,6,30
35537,3,4,3,30
35538,3,3,1,70
35539,3,1,3,30
35540,3,1,4,30
35541,3,1,4,30
35542,3,1,4,30
35543,3,1,5,40
35544,3,1,2,30
35545,3,1,5,30
35546,3,1,3,30
35547,3,1,2,30
35548,3,1,7,30
35549,3,1,7,30
35550,2,1,6,30
35551,3,2,6,50
35552,3,1,6,30
35553,3,2,4,30
35554,3,1,5,70
35555,3,1,2,30
35556,3,1,2,70
35557,3,3,3,40
35558,3,3,4,70
35559,2,1,5,30
35560,3,3,7,30
35561,3,1,7,30
35562,3,1,1,30
35563,3,1,5,30
35564,3,1,5,30
35565,3,1,2,30
35566,3,1,6,30
35567,3,3,3,30
35568,3,1,6,30
35569,3,2,3,30
35570,3,1,4,30
35571,3,1,4,30
35572,3,1,5,30
35573,3,1,3,40
35574,3,2,1,50
35575,3,1,7,30
35576,2,1,6,30
35577,3,8,7,40
35578,3,1,6,40
35579,2,1,6,30
35580,3,1,7,30
35581,3,1,4,30
35582,3,1,7,30
35583,3,1,1,30
35584,3,1,7,30
35585,3,1,6,30
35586,3,1,6,30
35587,3,1,1,30
35588,3,1,3,30
35589,3,3,3,30
35590,3,1,4,30
35591,3,1,7,40
35592,3,1,7,30
35593,3,1,3,30
35594,3,5,4,30
35595,3,1,3,30
35596,3,1,6,50
35597,3,1,3,30
35598,3,1,4,30
35599,3,1,3,30
35600,3,1,4,30
35601,3,1,4,60
35602,3,1,4,30
35603,3,2,4,40
35604,3,1,4,40
35605,2,1,1,30
35606,3,1,1,30
35607,3,1,1,30
35608,3,1,4,30
35609,3,1,7,30
35610,3,1,6,30
35611,3,1,2,30
35612,3,3,7,30
35613,3,1,3,30
35614,3,2,4,30
35615,3,1,4,30
35616,3,1,6,30
35617,2,1,6,30
35618,2,2,7,40
35619,3,2,7,40
35620,3,2,1,30
35621,3,1,1,30
35622,3,1,1,40
35623,3,2,3,30
35624,3,1,4,30
35625,3,2,6,30
35626,3,1,2,30
35627,2,1,2,30
35628,2,3,7,30
35629,3,1,5,30
35630,3,1,4,30
35631,3,1,4,30
35632,3,1,5,30
35633,3,1,2,30
35634,3,1,3,30
35635,3,1,3,30
35636,3,1,6,30
35637,3,1,6,30
35638,3,1,5,30
35639,2,1,1,50
35640,3,1,4,30
35641,3,3,3,30
35642,3,4,1,30
35643,3,3,4,30
35644,3,3,5,50
35645,3,1,2,30
35646,3,1,4,30
35647,3,1,3,30
35648,3,1,5,30
35649,3,1,6,30
35650,3,1,6,30
35651,3,1,6,30
35652,3,1,7,30
35653,3,1,1,30
35654,3,2,1,30
35655,3,1,2,30
35656,2,1,2,30
35657,3,1,2,30
35658,3,2,3,40
35659,3,4,3,30
35660,3,1,3,30
35661,3,1,3,30
35662,3,2,4,30
35663,3,1,5,30
35664,3,1,4,30
35665,3,1,5,30
35666,3,1,5,30
35667,3,1,5,30
35668,3,1,6,30
35669,3,2,7,30
35670,3,1,3,40
35671,3,2,4,40
35672,3,1,5,30
35673,3,1,1,30
35674,2,1,3,30
35675,3,1,2,30
35676,1,6,6,40
35677,2,1,7,40
35678,3,1,4,30
35679,3,1,6,50
35680,3,1,5,30
35681,3,1,6,30
35682,3,1,5,30
35683,3,1,3,30
35684,3,2,4,40
35685,3,1,6,50
35686,2,1,1,30
35687,3,1,3,40
35688,2,1,4,30
35689,3,2,4,30
35690,3,1,7,30
35691,3,1,5,30
35692,3,1,4,30
35693,3,1,5,30
35694,3,3,6,30
35695,3,1,6,40
35696,3,1,6,30
35697,3,2,7,30
35698,3,1,5,30
35699,3,1,6,50
35700,3,1,6,30
35701,3,1,7,30
35702,3,1,1,30
35703,3,1,3,30
35704,3,1,5,30
35705,3,1,2,30
35706,3,1,2,30
35707,3,2,3,30
35708,3,1,7,30
35709,3,1,7,30
35710,3,2,1,30
35711,3,1,3,30
35712,3,1,5,30
35713,3,1,2,30
35714,3,1,6,30
35715,3,1,5,30
35716,3,1,5,30
35717,3,2,6,30
35718,3,1,3,30
35719,3,1,4,30
35720,3,1,4,30
35721,3,2,1,30
35722,3,1,1,30
35723,3,1,3,30
35724,3,1,2,30
35725,3,1,3,30
35726,2,1,6,30
35727,3,2,6,30
35728,3,2,5,40
35729,3,10,4,30
35730,3,4,5,30
35731,3,1,5,30
35732,3,1,5,30
35733,3,1,6,30
35734,3,1,6,30
35735,3,3,7,60
35736,2,3,1,30
35737,3,2,6,30
35738,3,1,1,30
35739,3,1,7,30
35740,3,1,3,30
35741,3,1,7,30
35742,3,1,2,30
35743,3,1,7,30
35744,3,4,3,30
35745,3,1,7,30
35746,3,1,2,30
35747,3,1,7,30
35748,3,1,2,40
35749,3,1,3,30
35750,3,1,3,30
35751,2,1,2,30
35752,3,1,2,30
35753,3,2,5,30
35754,3,1,2,30
35755,3,2,7,30
35756,3,1,4,30
35757,3,1,1,30
35758,3,2,6,30
35759,3,1,6,30
35760,3,1,2,30
35761,3,1,3,30
35762,3,1,7,30
35763,3,1,3,30
35764,3,1,3,30
35765,3,1,3,30
35766,3,1,4,30
35767,3,1,5,40
35768,3,1,2,30
35769,3,2,2,30
35770,3,1,6,30
35771,3,2,1,30
35772,3,1,5,30
35773,3,2,1,40
35774,3,1,5,30
35775,3,1,5,40
35776,1,1,3,20
35777,3,1,3,30
35778,3,1,1,30
